uuid,age_range,marry,fammily_num,child_num,house_flg,income,visits_frequency,pass_days,all_purchase_price,purchase_num,purchase_product_num,coupon_use,purchase_price,coupon_id,category_id,category
6,60-69,既婚,4,2,0,7,27,6,167426,0,0,0,0,11,c11,花・植物
7,50-59,独身,2,0,0,4,11,7,26271,1,1,0,265,1,c1,米・パン
7,50-59,独身,2,0,0,4,11,7,26271,0,0,0,0,2,c2,肉
7,50-59,独身,2,0,0,4,11,7,26271,0,0,0,0,3,c3,海鮮
7,50-59,独身,2,0,0,4,11,7,26271,2,3,0,436,4,c4,自然食品
7,50-59,独身,2,0,0,4,11,7,26271,0,0,0,0,5,c5,即席食品
7,50-59,独身,2,0,0,4,11,7,26271,1,1,0,354,6,c6,惣菜
7,50-59,独身,2,0,0,4,11,7,26271,3,3,0,1779,7,c7,飲料
7,50-59,独身,2,0,0,4,11,7,26271,11,41,0,9478,8,c8,食料品その他
7,50-59,独身,2,0,0,4,11,7,26271,11,14,0,12716,9,c9,医薬品類
7,50-59,独身,2,0,0,4,11,7,26271,1,2,0,1243,10,c10,スキンケア・ヘアケア
7,50-59,独身,2,0,0,4,11,7,26271,0,0,0,0,11,c11,花・植物
8,30-39,既婚,4,2,0,9,23,4,123017,12,13,0,3024,1,c1,米・パン
8,30-39,既婚,4,2,0,9,23,4,123017,4,4,0,2115,2,c2,肉
8,30-39,既婚,4,2,0,9,23,4,123017,8,8,0,7111,3,c3,海鮮
8,30-39,既婚,4,2,0,9,23,4,123017,16,18,0,6030,4,c4,自然食品
8,30-39,既婚,4,2,0,9,23,4,123017,8,8,0,4853,5,c5,即席食品
8,30-39,既婚,4,2,0,9,23,4,123017,11,12,0,8621,6,c6,惣菜
8,30-39,既婚,4,2,0,9,23,4,123017,2,2,0,886,7,c7,飲料
8,30-39,既婚,4,2,0,9,23,4,123017,23,185,0,77450,8,c8,食料品その他
8,30-39,既婚,4,2,0,9,23,4,123017,22,25,0,11330,9,c9,医薬品類
8,30-39,既婚,4,2,0,9,23,4,123017,1,1,0,532,10,c10,スキンケア・ヘアケア
8,30-39,既婚,4,2,0,9,23,4,123017,2,2,0,1065,11,c11,花・植物
9,70+,既婚,2,0,0,2,18,3,33025,2,2,0,888,1,c1,米・パン
9,70+,既婚,2,0,0,2,18,3,33025,4,4,0,2223,2,c2,肉
9,70+,既婚,2,0,0,2,18,3,33025,0,0,0,0,3,c3,海鮮
9,70+,既婚,2,0,0,2,18,3,33025,3,13,0,712,4,c4,自然食品
9,70+,既婚,2,0,0,2,18,3,33025,3,4,0,1387,5,c5,即席食品
9,70+,既婚,2,0,0,2,18,3,33025,0,0,0,0,6,c6,惣菜
9,70+,既婚,2,0,0,2,18,3,33025,0,0,0,0,7,c7,飲料
9,70+,既婚,2,0,0,2,18,3,33025,18,101,0,21503,8,c8,食料品その他
9,70+,既婚,2,0,0,2,18,3,33025,9,15,0,5205,9,c9,医薬品類
9,70+,既婚,2,0,0,2,18,3,33025,1,2,0,1107,10,c10,スキンケア・ヘアケア
9,70+,既婚,2,0,0,2,18,3,33025,0,0,0,0,11,c11,花・植物
10,60-69,無回答,1,0,0,3,27,4,52317,0,0,0,0,1,c1,米・パン
10,60-69,無回答,1,0,0,3,27,4,52317,0,0,0,0,2,c2,肉
10,60-69,無回答,1,0,0,3,27,4,52317,0,0,0,0,3,c3,海鮮
10,60-69,無回答,1,0,0,3,27,4,52317,1,1,0,621,4,c4,自然食品
10,60-69,無回答,1,0,0,3,27,4,52317,9,16,0,3476,5,c5,即席食品
10,60-69,無回答,1,0,0,3,27,4,52317,0,0,0,0,6,c6,惣菜
10,60-69,無回答,1,0,0,3,27,4,52317,6,7,0,3665,7,c7,飲料
10,60-69,無回答,1,0,0,3,27,4,52317,27,131,0,36629,8,c8,食料品その他
10,60-69,無回答,1,0,0,3,27,4,52317,15,16,0,7643,9,c9,医薬品類
10,60-69,無回答,1,0,0,3,27,4,52317,1,1,0,283,10,c10,スキンケア・ヘアケア
10,60-69,無回答,1,0,0,3,27,4,52317,0,0,0,0,11,c11,花・植物
11,50-59,既婚,4,2,0,1,14,9,99178,1,2,0,178,1,c1,米・パン
11,50-59,既婚,4,2,0,1,14,9,99178,3,5,0,2842,2,c2,肉
11,50-59,既婚,4,2,0,1,14,9,99178,0,0,0,0,3,c3,海鮮
11,50-59,既婚,4,2,0,1,14,9,99178,1,1,0,445,4,c4,自然食品
11,50-59,既婚,4,2,0,1,14,9,99178,7,15,0,6664,5,c5,即席食品
11,50-59,既婚,4,2,0,1,14,9,99178,1,1,0,254,6,c6,惣菜
11,50-59,既婚,4,2,0,1,14,9,99178,0,0,0,0,7,c7,飲料
11,50-59,既婚,4,2,0,1,14,9,99178,14,245,-2671,84351,8,c8,食料品その他
11,50-59,既婚,4,2,0,1,14,9,99178,6,6,0,3732,9,c9,医薬品類
11,50-59,既婚,4,2,0,1,14,9,99178,0,0,0,0,10,c10,スキンケア・ヘアケア
11,50-59,既婚,4,2,0,1,14,9,99178,2,2,0,712,11,c11,花・植物
12,30-39,無回答,1,0,0,4,14,7,37091,0,0,0,0,1,c1,米・パン
12,30-39,無回答,1,0,0,4,14,7,37091,1,1,0,783,2,c2,肉
12,30-39,無回答,1,0,0,4,14,7,37091,2,2,0,815,3,c3,海鮮
12,30-39,無回答,1,0,0,4,14,7,37091,5,5,0,1951,4,c4,自然食品
12,30-39,無回答,1,0,0,4,14,7,37091,4,4,0,3823,5,c5,即席食品
12,30-39,無回答,1,0,0,4,14,7,37091,4,4,0,1597,6,c6,惣菜
12,30-39,無回答,1,0,0,4,14,7,37091,3,4,0,712,7,c7,飲料
12,30-39,無回答,1,0,0,4,14,7,37091,14,91,0,22234,8,c8,食料品その他
12,30-39,無回答,1,0,0,4,14,7,37091,6,8,0,4822,9,c9,医薬品類
12,30-39,無回答,1,0,0,4,14,7,37091,1,1,0,354,10,c10,スキンケア・ヘアケア
12,30-39,無回答,1,0,0,4,14,7,37091,0,0,0,0,11,c11,花・植物
13,70+,独身,2,0,0,4,10,5,40436,1,2,0,178,1,c1,米・パン
13,70+,独身,2,0,0,4,10,5,40436,1,1,0,835,2,c2,肉
13,70+,独身,2,0,0,4,10,5,40436,1,1,0,584,3,c3,海鮮
13,70+,独身,2,0,0,4,10,5,40436,6,6,0,2557,4,c4,自然食品
13,70+,独身,2,0,0,4,10,5,40436,6,6,0,4069,5,c5,即席食品
13,70+,独身,2,0,0,4,10,5,40436,0,0,0,0,6,c6,惣菜
13,70+,独身,2,0,0,4,10,5,40436,2,3,0,1027,7,c7,飲料
13,70+,独身,2,0,0,4,10,5,40436,10,98,-356,27480,8,c8,食料品その他
13,70+,独身,2,0,0,4,10,5,40436,9,11,0,3706,9,c9,医薬品類
13,70+,独身,2,0,0,4,10,5,40436,0,0,0,0,10,c10,スキンケア・ヘアケア
13,70+,独身,2,0,0,4,10,5,40436,0,0,0,0,11,c11,花・植物
14,50-59,独身,2,0,0,4,19,1,44976,7,11,0,2799,1,c1,米・パン
14,50-59,独身,2,0,0,4,19,1,44976,11,13,0,6915,2,c2,肉
14,50-59,独身,2,0,0,4,19,1,44976,0,0,0,0,3,c3,海鮮
14,50-59,独身,2,0,0,4,19,1,44976,3,3,0,1552,4,c4,自然食品
14,50-59,独身,2,0,0,4,19,1,44976,8,12,0,4445,5,c5,即席食品
14,50-59,独身,2,0,0,4,19,1,44976,1,1,0,532,6,c6,惣菜
14,50-59,独身,2,0,0,4,19,1,44976,0,0,0,0,7,c7,飲料
14,50-59,独身,2,0,0,4,19,1,44976,19,73,0,28016,8,c8,食料品その他
14,50-59,独身,2,0,0,4,19,1,44976,3,3,0,717,9,c9,医薬品類
14,50-59,独身,2,0,0,4,19,1,44976,0,0,0,0,10,c10,スキンケア・ヘアケア
14,50-59,独身,2,0,0,4,19,1,44976,0,0,0,0,11,c11,花・植物
15,50-59,無回答,1,0,0,3,10,40,46782,2,3,0,710,1,c1,米・パン
15,50-59,無回答,1,0,0,3,10,40,46782,1,2,0,1218,2,c2,肉
15,50-59,無回答,1,0,0,3,10,40,46782,0,0,0,0,3,c3,海鮮
15,50-59,無回答,1,0,0,3,10,40,46782,10,11,0,3113,4,c4,自然食品
15,50-59,無回答,1,0,0,3,10,40,46782,5,6,0,3260,5,c5,即席食品
15,50-59,無回答,1,0,0,3,10,40,46782,0,0,0,0,6,c6,惣菜
15,50-59,無回答,1,0,0,3,10,40,46782,1,1,0,585,7,c7,飲料
15,50-59,無回答,1,0,0,3,10,40,46782,10,122,-1335,34481,8,c8,食料品その他
15,50-59,無回答,1,0,0,3,10,40,46782,4,8,0,3415,9,c9,医薬品類
15,50-59,無回答,1,0,0,3,10,40,46782,0,0,0,0,10,c10,スキンケア・ヘアケア
15,50-59,無回答,1,0,0,3,10,40,46782,0,0,0,0,11,c11,花・植物
16,50-59,既婚,2,0,0,1,10,7,68147,2,3,0,1244,1,c1,米・パン
16,50-59,既婚,2,0,0,1,10,7,68147,0,0,0,0,2,c2,肉
16,50-59,既婚,2,0,0,1,10,7,68147,1,1,0,710,3,c3,海鮮
16,50-59,既婚,2,0,0,1,10,7,68147,10,12,0,4301,4,c4,自然食品
16,50-59,既婚,2,0,0,1,10,7,68147,4,6,0,4105,5,c5,即席食品
16,50-59,既婚,2,0,0,1,10,7,68147,5,6,0,4958,6,c6,惣菜
16,50-59,既婚,2,0,0,1,10,7,68147,6,6,0,4406,7,c7,飲料
16,50-59,既婚,2,0,0,1,10,7,68147,10,123,0,41821,8,c8,食料品その他
16,50-59,既婚,2,0,0,1,10,7,68147,9,9,0,5179,9,c9,医薬品類
16,50-59,既婚,2,0,0,1,10,7,68147,0,0,0,0,10,c10,スキンケア・ヘアケア
16,50-59,既婚,2,0,0,1,10,7,68147,2,2,0,1423,11,c11,花・植物
17,60-69,既婚,2,0,0,3,7,5,104440,7,12,0,6110,1,c1,米・パン
17,60-69,既婚,2,0,0,3,7,5,104440,2,3,0,2147,2,c2,肉
17,60-69,既婚,2,0,0,3,7,5,104440,1,1,0,1066,3,c3,海鮮
17,60-69,既婚,2,0,0,3,7,5,104440,4,7,0,1968,4,c4,自然食品
17,60-69,既婚,2,0,0,3,7,5,104440,7,24,0,11067,5,c5,即席食品
17,60-69,既婚,2,0,0,3,7,5,104440,3,5,0,1417,6,c6,惣菜
17,60-69,既婚,2,0,0,3,7,5,104440,2,2,0,1243,7,c7,飲料
17,60-69,既婚,2,0,0,3,7,5,104440,7,188,0,68687,8,c8,食料品その他
17,60-69,既婚,2,0,0,3,7,5,104440,7,12,0,10735,9,c9,医薬品類
17,60-69,既婚,2,0,0,3,7,5,104440,0,0,0,0,10,c10,スキンケア・ヘアケア
17,60-69,既婚,2,0,0,3,7,5,104440,0,0,0,0,11,c11,花・植物
18,50-59,無回答,1,0,0,5,7,1,104652,3,3,0,1109,1,c1,米・パン
18,50-59,無回答,1,0,0,5,7,1,104652,1,2,0,1405,2,c2,肉
18,50-59,無回答,1,0,0,5,7,1,104652,1,1,0,532,3,c3,海鮮
18,50-59,無回答,1,0,0,5,7,1,104652,5,5,0,1380,4,c4,自然食品
18,50-59,無回答,1,0,0,5,7,1,104652,7,20,0,11964,5,c5,即席食品
18,50-59,無回答,1,0,0,5,7,1,104652,0,0,0,0,6,c6,惣菜
18,50-59,無回答,1,0,0,5,7,1,104652,1,1,0,318,7,c7,飲料
18,50-59,無回答,1,0,0,5,7,1,104652,7,265,0,83271,8,c8,食料品その他
18,50-59,無回答,1,0,0,5,7,1,104652,7,22,0,4673,9,c9,医薬品類
18,50-59,無回答,1,0,0,5,7,1,104652,0,0,0,0,10,c10,スキンケア・ヘアケア
18,50-59,無回答,1,0,0,5,7,1,104652,0,0,0,0,11,c11,花・植物
19,40-49,独身,1,0,0,6,7,38,35639,3,3,0,575,1,c1,米・パン
19,40-49,独身,1,0,0,6,7,38,35639,3,3,0,2183,2,c2,肉
19,40-49,独身,1,0,0,6,7,38,35639,0,0,0,0,3,c3,海鮮
19,40-49,独身,1,0,0,6,7,38,35639,7,9,0,3896,4,c4,自然食品
19,40-49,独身,1,0,0,6,7,38,35639,2,2,0,890,5,c5,即席食品
19,40-49,独身,1,0,0,6,7,38,35639,6,6,0,4085,6,c6,惣菜
19,40-49,独身,1,0,0,6,7,38,35639,0,0,0,0,7,c7,飲料
19,40-49,独身,1,0,0,6,7,38,35639,7,59,-979,16135,8,c8,食料品その他
19,40-49,独身,1,0,0,6,7,38,35639,7,8,0,5204,9,c9,医薬品類
19,40-49,独身,1,0,0,6,7,38,35639,0,0,0,0,10,c10,スキンケア・ヘアケア
19,40-49,独身,1,0,0,6,7,38,35639,3,3,0,2671,11,c11,花・植物
20,50-59,無回答,2,0,0,4,11,38,142294,2,2,0,886,1,c1,米・パン
20,50-59,無回答,2,0,0,4,11,38,142294,2,3,0,3081,2,c2,肉
20,50-59,無回答,2,0,0,4,11,38,142294,1,1,0,2313,3,c3,海鮮
20,50-59,無回答,2,0,0,4,11,38,142294,6,6,0,2267,4,c4,自然食品
20,50-59,無回答,2,0,0,4,11,38,142294,9,9,0,6026,5,c5,即席食品
20,50-59,無回答,2,0,0,4,11,38,142294,2,2,0,1155,6,c6,惣菜
20,50-59,無回答,2,0,0,4,11,38,142294,2,2,0,940,7,c7,飲料
20,50-59,無回答,2,0,0,4,11,38,142294,11,198,0,103630,8,c8,食料品その他
20,50-59,無回答,2,0,0,4,11,38,142294,11,40,0,20752,9,c9,医薬品類
20,50-59,無回答,2,0,0,4,11,38,142294,1,1,0,1244,10,c10,スキンケア・ヘアケア
20,50-59,無回答,2,0,0,4,11,38,142294,0,0,0,0,11,c11,花・植物
21,60-69,既婚,2,0,0,4,18,7,36118,0,0,0,0,1,c1,米・パン
21,60-69,既婚,2,0,0,4,18,7,36118,2,3,0,2137,2,c2,肉
21,60-69,既婚,2,0,0,4,18,7,36118,2,4,0,2133,3,c3,海鮮
21,60-69,既婚,2,0,0,4,18,7,36118,5,6,0,1700,4,c4,自然食品
21,60-69,既婚,2,0,0,4,18,7,36118,9,12,0,4491,5,c5,即席食品
21,60-69,既婚,2,0,0,4,18,7,36118,1,2,0,890,6,c6,惣菜
21,60-69,既婚,2,0,0,4,18,7,36118,3,3,0,1545,7,c7,飲料
21,60-69,既婚,2,0,0,4,18,7,36118,18,73,-133,16794,8,c8,食料品その他
21,60-69,既婚,2,0,0,4,18,7,36118,5,7,0,3670,9,c9,医薬品類
21,60-69,既婚,2,0,0,4,18,7,36118,0,0,0,0,10,c10,スキンケア・ヘアケア
21,60-69,既婚,2,0,0,4,18,7,36118,2,14,0,2758,11,c11,花・植物
22,60-69,独身,2,0,0,1,14,4,66860,3,3,0,3734,1,c1,米・パン
22,60-69,独身,2,0,0,1,14,4,66860,3,3,0,2131,2,c2,肉
22,60-69,独身,2,0,0,1,14,4,66860,0,0,0,0,3,c3,海鮮
22,60-69,独身,2,0,0,1,14,4,66860,5,6,0,1925,4,c4,自然食品
22,60-69,独身,2,0,0,1,14,4,66860,9,10,0,4493,5,c5,即席食品
22,60-69,独身,2,0,0,1,14,4,66860,1,1,0,445,6,c6,惣菜
22,60-69,独身,2,0,0,1,14,4,66860,3,3,0,1508,7,c7,飲料
22,60-69,独身,2,0,0,1,14,4,66860,14,122,-133,46706,8,c8,食料品その他
22,60-69,独身,2,0,0,1,14,4,66860,9,9,0,5918,9,c9,医薬品類
22,60-69,独身,2,0,0,1,14,4,66860,0,0,0,0,10,c10,スキンケア・ヘアケア
22,60-69,独身,2,0,0,1,14,4,66860,0,0,0,0,11,c11,花・植物
23,40-49,既婚,2,0,0,4,10,3,50357,0,0,0,0,1,c1,米・パン
23,40-49,既婚,2,0,0,4,10,3,50357,1,1,0,1394,2,c2,肉
23,40-49,既婚,2,0,0,4,10,3,50357,2,2,0,1155,3,c3,海鮮
23,40-49,既婚,2,0,0,4,10,3,50357,6,6,0,3820,4,c4,自然食品
23,40-49,既婚,2,0,0,4,10,3,50357,4,4,0,2167,5,c5,即席食品
23,40-49,既婚,2,0,0,4,10,3,50357,2,2,0,2133,6,c6,惣菜
23,40-49,既婚,2,0,0,4,10,3,50357,1,1,0,425,7,c7,飲料
23,40-49,既婚,2,0,0,4,10,3,50357,10,141,0,36159,8,c8,食料品その他
23,40-49,既婚,2,0,0,4,10,3,50357,6,6,0,3104,9,c9,医薬品類
23,40-49,既婚,2,0,0,4,10,3,50357,0,0,0,0,10,c10,スキンケア・ヘアケア
23,40-49,既婚,2,0,0,4,10,3,50357,0,0,0,0,11,c11,花・植物
24,40-49,無回答,2,0,0,4,22,3,134644,3,6,0,1009,1,c1,米・パン
24,40-49,無回答,2,0,0,4,22,3,134644,1,2,0,1620,2,c2,肉
24,40-49,無回答,2,0,0,4,22,3,134644,0,0,0,0,3,c3,海鮮
24,40-49,無回答,2,0,0,4,22,3,134644,5,7,0,1736,4,c4,自然食品
24,40-49,無回答,2,0,0,4,22,3,134644,9,13,0,5738,5,c5,即席食品
24,40-49,無回答,2,0,0,4,22,3,134644,2,2,0,710,6,c6,惣菜
24,40-49,無回答,2,0,0,4,22,3,134644,1,1,0,267,7,c7,飲料
24,40-49,無回答,2,0,0,4,22,3,134644,22,339,-178,82232,8,c8,食料品その他
24,40-49,無回答,2,0,0,4,22,3,134644,22,43,-356,40161,9,c9,医薬品類
24,40-49,無回答,2,0,0,4,22,3,134644,1,1,0,639,10,c10,スキンケア・ヘアケア
24,40-49,無回答,2,0,0,4,22,3,134644,1,1,0,532,11,c11,花・植物
25,40-49,既婚,5,3,0,12,20,4,193721,6,8,0,4532,1,c1,米・パン
25,40-49,既婚,5,3,0,12,20,4,193721,2,7,0,7109,2,c2,肉
25,40-49,既婚,5,3,0,12,20,4,193721,2,2,0,1065,3,c3,海鮮
25,40-49,既婚,5,3,0,12,20,4,193721,14,19,0,6534,4,c4,自然食品
25,40-49,既婚,5,3,0,12,20,4,193721,10,17,0,7603,5,c5,即席食品
25,40-49,既婚,5,3,0,12,20,4,193721,9,10,0,6092,6,c6,惣菜
25,40-49,既婚,5,3,0,12,20,4,193721,1,1,0,710,7,c7,飲料
25,40-49,既婚,5,3,0,12,20,4,193721,20,278,-97,111280,8,c8,食料品その他
25,40-49,既婚,5,3,0,12,20,4,193721,20,38,0,44920,9,c9,医薬品類
25,40-49,既婚,5,3,0,12,20,4,193721,1,1,0,496,10,c10,スキンケア・ヘアケア
25,40-49,既婚,5,3,0,12,20,4,193721,2,2,0,3380,11,c11,花・植物
26,50-59,無回答,1,0,1,5,30,1,54201,2,3,0,621,1,c1,米・パン
26,50-59,無回答,1,0,1,5,30,1,54201,6,7,0,3303,2,c2,肉
26,50-59,無回答,1,0,1,5,30,1,54201,2,2,-89,1492,3,c3,海鮮
26,50-59,無回答,1,0,1,5,30,1,54201,8,13,0,1631,4,c4,自然食品
26,50-59,無回答,1,0,1,5,30,1,54201,13,14,-89,3506,5,c5,即席食品
26,50-59,無回答,1,0,1,5,30,1,54201,2,2,0,990,6,c6,惣菜
26,50-59,無回答,1,0,1,5,30,1,54201,2,3,0,386,7,c7,飲料
26,50-59,無回答,1,0,1,5,30,1,54201,30,158,-1440,34168,8,c8,食料品その他
26,50-59,無回答,1,0,1,5,30,1,54201,17,18,0,7394,9,c9,医薬品類
26,50-59,無回答,1,0,1,5,30,1,54201,1,1,-178,534,10,c10,スキンケア・ヘアケア
26,50-59,無回答,1,0,1,5,30,1,54201,1,1,0,176,11,c11,花・植物
27,50-59,既婚,5,3,0,6,6,15,70823,2,2,0,8188,1,c1,米・パン
27,50-59,既婚,5,3,0,6,6,15,70823,1,1,0,733,2,c2,肉
27,50-59,既婚,5,3,0,6,6,15,70823,0,0,0,0,3,c3,海鮮
27,50-59,既婚,5,3,0,6,6,15,70823,6,16,0,5323,4,c4,自然食品
27,50-59,既婚,5,3,0,6,6,15,70823,6,18,0,12725,5,c5,即席食品
27,50-59,既婚,5,3,0,6,6,15,70823,1,2,0,1599,6,c6,惣菜
27,50-59,既婚,5,3,0,6,6,15,70823,0,0,0,0,7,c7,飲料
27,50-59,既婚,5,3,0,6,6,15,70823,6,91,0,30150,8,c8,食料品その他
27,50-59,既婚,5,3,0,6,6,15,70823,6,19,0,12105,9,c9,医薬品類
27,50-59,既婚,5,3,0,6,6,15,70823,0,0,0,0,10,c10,スキンケア・ヘアケア
27,50-59,既婚,5,3,0,6,6,15,70823,0,0,0,0,11,c11,花・植物
28,30-39,無回答,2,0,0,5,6,18,165004,6,7,0,5136,1,c1,米・パン
28,30-39,無回答,2,0,0,5,6,18,165004,2,3,0,2131,2,c2,肉
28,30-39,無回答,2,0,0,5,6,18,165004,0,0,0,0,3,c3,海鮮
28,30-39,無回答,2,0,0,5,6,18,165004,6,9,0,3998,4,c4,自然食品
28,30-39,無回答,2,0,0,5,6,18,165004,6,7,0,4181,5,c5,即席食品
28,30-39,無回答,2,0,0,5,6,18,165004,3,3,0,1953,6,c6,惣菜
28,30-39,無回答,2,0,0,5,6,18,165004,1,1,0,2669,7,c7,飲料
28,30-39,無回答,2,0,0,5,6,18,165004,6,253,-979,117577,8,c8,食料品その他
28,30-39,無回答,2,0,0,5,6,18,165004,6,32,0,22955,9,c9,医薬品類
28,30-39,無回答,2,0,0,5,6,18,165004,2,2,0,842,10,c10,スキンケア・ヘアケア
28,30-39,無回答,2,0,0,5,6,18,165004,1,1,0,3562,11,c11,花・植物
29,30-39,既婚,4,2,0,5,26,3,97148,9,15,0,3821,1,c1,米・パン
29,30-39,既婚,4,2,0,5,26,3,97148,3,3,0,1834,2,c2,肉
29,30-39,既婚,4,2,0,5,26,3,97148,3,6,-356,2486,3,c3,海鮮
29,30-39,既婚,4,2,0,5,26,3,97148,7,9,0,2010,4,c4,自然食品
29,30-39,既婚,4,2,0,5,26,3,97148,9,12,0,5643,5,c5,即席食品
29,30-39,既婚,4,2,0,5,26,3,97148,2,2,0,758,6,c6,惣菜
